Brother HL-L2340DWR;https://komp.1k.by//periphery-printers/brother/Brother_HL_L2340DWR-1601203.html;https://static.1k.by/images/products/ip/125/pp7/5/1601203/i2bdbf0762.jpg;A4, печать: лазерная черно-белая, скорость печати: ч/б - 26 стр/мин, вывод: 100 листов, Wi-Fi, airPrint
Brother DCP-L2560DWR;https://komp.1k.by//periphery-printers/brother/Brother_DCP_L2560DWR-1601193.html;https://static.1k.by/images/products/ip/125/pp2/7/1601193/i29de46ae6.jpg;копир/сканер, A4, печать: лазерная черно-белая, сканер: 600x2400 dpi, скорость печати: ч/б - 30 стр/мин, вывод: 100 листов, Wi-Fi, airPrint
Brother DCP-L2500DR;https://komp.1k.by//periphery-printers/brother/Brother_DCP_L2500DR-1601199.html;https://static.1k.by/images/products/ip/125/ppe/e/1601199/i83a467154.jpg;копир/сканер, A4, печать: лазерная черно-белая, сканер: 600x2400 dpi, скорость печати: ч/б - 26 стр/мин, вывод: 100 листов
Brother DCP-L2520DWR;https://komp.1k.by//periphery-printers/brother/Brother_DCP_L2520DWR-1601207.html;https://static.1k.by/images/products/ip/125/pp5/7/1601207/ia81f0eed7.jpg;копир/сканер, A4, печать: лазерная черно-белая, сканер: 600x2400 dpi, скорость печати: ч/б - 26 стр/мин, вывод: 100 листов, Wi-Fi, airPrint
Brother DCP-T510W;https://komp.1k.by//periphery-printers/brother/Brother_DCP_T510W-3183641.html;https://static.1k.by/images/products/ip/125/ppf/7/3183641/i525b915d6.jpg;фотопринтер/копир/сканер, A4, печать: пьезоэлектрическая струйная цветная, 1200x6000 dpi, сканер: 1200x2400 dpi, скорость печати: ч/б - 12 стр/мин, цветн. - 6 стр/мин, вывод: 50 листов, Wi-Fi, airPrint
Brother DCP-T310;https://komp.1k.by//periphery-printers/brother/Brother_DCP_T310-3183643.html;https://static.1k.by/images/products/ip/125/ppd/3/3183643/ia26a2a286.jpg;фотопринтер/копир/сканер, A4, печать: пьезоэлектрическая струйная цветная, 1200x6000 dpi, сканер: 1200x2400 dpi, скорость печати: ч/б - 12 стр/мин, цветн. - 6 стр/мин, вывод: 50 листов
Brother HL-L2300DR;https://komp.1k.by//periphery-printers/brother/Brother_HL_L2300DR-1601209.html;https://static.1k.by/images/products/ip/125/pp3/5/1601209/i2d9f3a019.jpg;A4, печать: лазерная черно-белая, скорость печати: ч/б - 26 стр/мин, вывод: 100 листов
Brother DCP-T710W;https://komp.1k.by//periphery-printers/brother/Brother_DCP_T710W-3183639.html;https://static.1k.by/images/products/ip/125/pp6/3/3183639/ifc5aeda83.jpg;фотопринтер/копир/сканер, A4, печать: пьезоэлектрическая струйная цветная, 1200x6000 dpi, сканер: 1200x2400 dpi, скорость печати: ч/б - 12 стр/мин, цветн. - 6 стр/мин, вывод: 50 листов, Wi-Fi, airPrint
Brother MFC-L2740DWR;https://komp.1k.by//periphery-printers/brother/Brother_MFC_L2740DWR-1601189.html;https://static.1k.by/images/products/ip/125/pp1/7/1601189/i950a813ee.jpg;копир/сканер/факс, A4, печать: лазерная черно-белая, сканер: 600x2400 dpi, скорость печати: ч/б - 30 стр/мин, вывод: 100 листов, Wi-Fi, airPrint
Brother HL-L2360DNR;https://komp.1k.by//periphery-printers/brother/Brother_HL_L2360DNR-1601201.html;https://static.1k.by/images/products/ip/125/pp6/a/1601201/i38bbaab14.jpg;A4, печать: лазерная черно-белая, скорость печати: ч/б - 30 стр/мин, вывод: 100 листов, airPrint
Brother DCP-L2540DNR;https://komp.1k.by//periphery-printers/brother/Brother_DCP_L2540DNR-1601197.html;https://static.1k.by/images/products/ip/125/ppb/b/1601197/i09301d39a.jpg;копир/сканер, A4, печать: лазерная черно-белая, сканер: 600x2400 dpi, скорость печати: ч/б - 30 стр/мин, вывод: 100 листов, airPrint
Brother MFC-L2700DWR;https://komp.1k.by//periphery-printers/brother/Brother_MFC_L2700DWR-1601195.html;https://static.1k.by/images/products/ip/125/ppe/e/1601195/i770f4f9dc.jpg;копир/сканер/факс, A4, печать: лазерная черно-белая, сканер: 600x2400 dpi, скорость печати: ч/б - 26 стр/мин, вывод: 100 листов, Wi-Fi, airPrint
Brother MFC-1815R;https://komp.1k.by//periphery-printers/brother/Brother_MFC_1815R-913917.html;https://static.1k.by/images/products/ip/125/p920000/pf/1/913917/iff5854c06.jpg;копир/сканер/факс/телефон, A4, печать: лазерная черно-белая, сканер: 600x1200 dpi, скорость печати: ч/б - 20 стр/мин, вывод: 50 листов
Brother MFC-L2720DWR;https://komp.1k.by//periphery-printers/brother/Brother_MFC_L2720DWR-1601191.html;https://static.1k.by/images/products/ip/125/pp1/6/1601191/ifc9ba78d1.jpg;копир/сканер/факс, A4, печать: лазерная черно-белая, сканер: 600x2400 dpi, скорость печати: ч/б - 30 стр/мин, вывод: 100 листов, Wi-Fi, airPrint
Brother MFC-L8690CDW;https://komp.1k.by//periphery-printers/brother/Brother_MFC_L8690CDW-2976151.html;https://static.1k.by/images/products/ip/125/ppd/d/2976151/i43fd91bb4.jpg;копир/сканер/факс, A4, печать: лазерная цветная, прямая, 2400x600 dpi, сканер: 1200x2400 dpi, скорость печати: ч/б - 31 стр/мин, цветн. - 31 стр/мин, вывод: 150 листов, Wi-Fi, airPrint
