Canon i-SENSYS MF3010;https://komp.1k.by//periphery-printers/canon/Canon_i_SENSYS_MF3010-608048.html;https://static.1k.by/images/products/ip/125/p610000/p5/9/608048/iaa5ca29d8.jpg;копир/сканер, A4, печать: лазерная черно-белая, сканер: 600x1200 dpi, скорость печати: ч/б - 18 стр/мин, вывод: 100 листов
Canon i-SENSYS LBP6030B;https://komp.1k.by//periphery-printers/canon/Canon_i_SENSYS_LBP6030B-1752091.html;https://static.1k.by/images/products/ip/125/pp6/b/1752091/icb68536c0.jpg;A4, печать: лазерная черно-белая, скорость печати: ч/б - 18 стр/мин, вывод: 100 листов
Canon MAXIFY MB2140;https://komp.1k.by//periphery-printers/canon/Canon_MAXIFY_MB2140-2637765.html;https://static.1k.by/images/products/ip/125/pp2/b/2637765/i299693924.jpg;фотопринтер/копир/сканер/факс, A4 цветная, 1200x600 dpi, сканер: 1200x1200 dpi, скорость печати: ч/б - 19 стр/мин, цветн. - 13 стр/мин, Wi-Fi, airPrint
Canon PIXMA G2411;https://komp.1k.by//periphery-printers/canon/Canon_PIXMA_G2411-3260877.html;https://static.1k.by/images/products/ip/125/pp4/d/3260877/i27f21055d.jpg;фотопринтер/копир/сканер, A4, печать: термическая струйная цветная, 4800x1200 dpi, сканер: 600x1200 dpi, скорость печати: ч/б - 8.8 стр/мин, цветн. - 5 стр/мин
Canon i-SENSYS MF113w;https://komp.1k.by//periphery-printers/canon/Canon_i_SENSYS_MF113w-3488765.html;https://static.1k.by/images/products/ip/125/pp6/5/3488765/if5edae034.jpg;копир/сканер, A4, печать: лазерная черно-белая, сканер: 600x600 dpi, скорость печати: ч/б - 22 стр/мин, вывод: 50 листов, Wi-Fi, airPrint
Canon PIXMA TS5040;https://komp.1k.by//periphery-printers/canon/Canon_PIXMA_TS5040-2662261.html;https://static.1k.by/images/products/ip/125/pp8/b/2662261/i674bfc934.jpg;фотопринтер/копир/сканер, A4, печать: пьезоэлектрическая струйная цветная, 4800x1200 dpi, сканер: 1200x2400 dpi, скорость печати: ч/б - 12.6 стр/мин, цветн. - 9 стр/мин, Wi-Fi, airPrint
Canon i-SENSYS LBP113w;https://komp.1k.by//periphery-printers/canon/Canon_i_SENSYS_LBP113w-3411719.html;https://static.1k.by/images/products/ip/125/ppb/3/3411719/i72b5636a4.jpg;A4, печать: лазерная черно-белая, скорость печати: ч/б - 22 стр/мин, вывод: 50 листов, Wi-Fi, airPrint
Canon i-SENSYS LBP621Cw;https://komp.1k.by//periphery-printers/canon/Canon_i_SENSYS_LBP621Cw-3783629.html;https://static.1k.by/images/products/ip/125/ppd/9/3783629/icb6d030e7.jpg;A4, печать: лазерная цветная, прямая, 1200x1200 dpi, скорость печати: ч/б - 18 стр/мин, цветн. - 18 стр/мин, вывод: 100 листов, Wi-Fi, airPrint
Canon PIXMA MG3040;https://komp.1k.by//periphery-printers/canon/Canon_PIXMA_MG3040-2655191.html;https://static.1k.by/images/products/ip/125/ppa/6/2655191/id7bf1636c.jpg;фотопринтер/копир/сканер, A4, печать: термическая струйная цветная, 4800x1200 dpi, сканер: 600x1200 dpi, скорость печати: ч/б - 8 стр/мин, цветн. - 5 стр/мин, Wi-Fi, airPrint
Canon PIXMA G1411;https://komp.1k.by//periphery-printers/canon/Canon_PIXMA_G1411-3260861.html;https://static.1k.by/images/products/ip/125/ppa/2/3260861/i41d06bf20.jpg;фотопринтер, A4, печать: термическая струйная цветная, 4800x1200 dpi, скорость печати: ч/б - 8.8 стр/мин, цветн. - 5 стр/мин
